시도,시군구,연령,성별,전체대상자수,전체수검자수,위암대상자수,위암수검자수,대장암대상자수,대장암수검자수,간암대상자수,간암수검자수,유방암대상자수,유방암수검자수,자궁경부암대상자수,자궁경부암수검자수,폐암대상자수,폐암수검자수
서울특별시,종로구,20-24세,여자,2077,788,,,,,,,,,2077,788,,
서울특별시,종로구,25-29세,여자,2084,1173,,,,,,,,,2084,1173,,
서울특별시,종로구,30-34세,여자,2832,1732,,,,,,,,,2832,1732,,
서울특별시,종로구,35-39세,여자,1837,1105,,,,,,,,,1837,1105,,
서울특별시,종로구,40-44세,남자,2673,1478,2613,1437,,,126,84,,,,,,
서울특별시,종로구,40-44세,여자,3033,2185,2813,1624,,,79,56,2844,1730,2848,1704,,
서울특별시,종로구,45-49세,남자,2080,1207,1967,1124,,,180,126,,,,,,
서울특별시,종로구,45-49세,여자,2452,1760,2234,1338,,,125,90,2212,1367,2210,1377,,
서울특별시,종로구,50-54세,남자,5322,2260,3326,1726,5148,1574,205,140,,,,,65,24
서울특별시,종로구,50-54세,여자,5709,3090,3615,2166,5386,1909,144,113,3609,2207,3643,2208,,
서울특별시,종로구,55-59세,남자,4845,1810,2134,1161,4695,1347,167,111,,,,,122,49
서울특별시,종로구,55-59세,여자,4937,2308,2286,1424,4710,1582,127,95,2270,1468,2290,1468,6,1
서울특별시,종로구,60-64세,남자,4600,2134,2909,1602,4371,1593,186,124,,,,,187,71
서울특별시,종로구,60-64세,여자,4982,2797,3127,1987,4722,2009,128,88,3158,2097,3105,1931,1,0
서울특별시,종로구,65-69세,남자,3477,1543,1538,934,3351,1239,111,72,,,,,99,44
서울특별시,종로구,65-69세,여자,3764,1837,1721,1108,3599,1403,119,70,1726,1150,1713,1060,5,2
서울특별시,종로구,70-74세,남자,2259,1169,1431,850,2163,942,84,57,,,,,53,23
서울특별시,종로구,70-74세,여자,2857,1568,1808,1143,2716,1193,93,63,1812,1175,1786,1016,4,1
서울특별시,종로구,75-79세,남자,1783,694,732,400,1737,598,56,22,,,,,,
서울특별시,종로구,75-79세,여자,2440,939,1043,597,2358,723,72,32,1029,579,1002,496,,
서울특별시,종로구,80-84세,남자,1366,499,831,362,1319,397,28,6,,,,,,
서울특별시,종로구,80-84세,여자,1889,599,1193,399,1815,430,40,15,1183,393,1175,337,,
서울특별시,종로구,85세 이상,남자,843,160,380,81,831,136,15,3,,,,,,
서울특별시,종로구,85세 이상,여자,1372,159,626,79,1360,120,23,7,622,71,618,47,,
서울특별시,중구,20-24세,여자,1502,554,,,,,,,,,1502,554,,
서울특별시,중구,25-29세,여자,1885,1137,,,,,,,,,1885,1137,,
서울특별시,중구,30-34세,여자,3108,2051,,,,,,,,,3108,2051,,
서울특별시,중구,35-39세,여자,2069,1282,,,,,,,,,2069,1282,,
서울특별시,중구,40-44세,남자,2632,1473,2575,1428,,,124,80,,,,,,
서울특별시,중구,40-44세,여자,2725,1949,2497,1457,,,98,71,2512,1506,2543,1523,,
서울특별시,중구,45-49세,남자,1699,999,1611,930,,,149,104,,,,,,
서울특별시,중구,45-49세,여자,1917,1396,1726,1098,,,88,57,1725,1092,1721,1053,,
서울특별시,중구,50-54세,남자,4381,1820,2741,1411,4176,1135,166,117,,,,,51,10
서울특별시,중구,50-54세,여자,4727,2578,2922,1765,4390,1491,160,115,2895,1822,2926,1814,2,1
서울특별시,중구,55-59세,남자,4057,1571,1798,1026,3907,1097,147,90,,,,,107,30
서울특별시,중구,55-59세,여자,4271,2111,2024,1332,4039,1356,110,83,2008,1360,1976,1267,1,1
서울특별시,중구,60-64세,남자,4008,1883,2580,1462,3778,1245,143,97,,,,,174,50
서울특별시,중구,60-64세,여자,4518,2541,2825,1830,4205,1680,123,98,2804,1835,2781,1714,5,0
서울특별시,중구,65-69세,남자,3076,1361,1342,851,2940,1003,119,84,,,,,75,26
서울특별시,중구,65-69세,여자,3494,1702,1588,1069,3322,1220,118,81,1581,1076,1567,1001,5,1
서울특별시,중구,70-74세,남자,2096,1067,1298,810,1968,749,58,34,,,,,64,17
서울특별시,중구,70-74세,여자,2469,1298,1561,969,2336,907,56,37,1538,943,1511,824,1,1
서울특별시,중구,75-79세,남자,1509,619,619,368,1450,492,45,25,,,,,,
서울특별시,중구,75-79세,여자,2034,754,880,481,1968,575,57,32,861,438,834,355,,
서울특별시,중구,80-84세,남자,987,327,620,231,951,247,23,9,,,,,,
서울특별시,중구,80-84세,여자,1484,461,952,322,1428,318,29,14,932,284,920,225,,
서울특별시,중구,85세 이상,남자,544,92,239,51,534,77,8,2,,,,,,
서울특별시,중구,85세 이상,여자,1217,148,572,66,1206,124,12,0,562,51,561,35,,
서울특별시,용산구,20-24세,여자,2549,867,,,,,,,,,2549,867,,
서울특별시,용산구,25-29세,여자,3005,1721,,,,,,,,,3005,1721,,
서울특별시,용산구,30-34세,여자,5019,3128,,,,,,,,,5019,3128,,
서울특별시,용산구,35-39세,여자,3390,2096,,,,,,,,,3390,2096,,
서울특별시,용산구,40-44세,남자,4613,2563,4542,2503,,,177,121,,,,,,
서울특별시,용산구,40-44세,여자,4931,3464,4524,2581,,,148,104,4548,2619,4588,2717,,
서울특별시,용산구,45-49세,남자,3140,1831,2985,1720,,,269,174,,,,,,
서울특별시,용산구,45-49세,여자,3658,2621,3300,2025,,,203,149,3277,1996,3294,2007,,
서울특별시,용산구,50-54세,남자,7556,3053,4684,2378,7297,1927,312,175,,,,,64,16
서울특별시,용산구,50-54세,여자,8215,4338,5251,2991,7665,2386,231,172,5206,2994,5261,3086,2,1
서울특별시,용산구,55-59세,남자,6559,2305,2838,1451,6363,1610,239,148,,,,,157,53
서울특별시,용산구,55-59세,여자,6833,3228,3225,1968,6489,2142,169,122,3190,1974,3204,1970,5,1
서울특별시,용산구,60-64세,남자,6286,2827,3951,2130,5938,1916,247,148,,,,,245,89
서울특별시,용산구,60-64세,여자,7061,3918,4464,2712,6591,2575,244,178,4476,2798,4453,2666,7,4
서울특별시,용산구,65-69세,남자,4626,2051,2067,1246,4432,1539,195,125,,,,,111,43
서울특별시,용산구,65-69세,여자,5362,2658,2479,1642,5097,1858,170,122,2475,1652,2457,1520,1,0
서울특별시,용산구,70-74세,남자,3101,1573,1903,1125,2938,1188,90,58,,,,,76,25
서울특별시,용산구,70-74세,여자,3885,2105,2451,1506,3670,1500,109,81,2442,1492,2399,1339,5,1
서울특별시,용산구,75-79세,남자,2319,1008,995,587,2236,817,64,33,,,,,,
서울특별시,용산구,75-79세,여자,3227,1196,1359,707,3113,893,89,53,1331,657,1295,566,,
서울특별시,용산구,80-84세,남자,1682,596,1035,413,1623,476,33,17,,,,,,
서울특별시,용산구,80-84세,여자,2527,793,1587,531,2447,569,63,27,1566,454,1540,378,,
서울특별시,용산구,85세 이상,남자,1038,182,496,92,1013,149,16,8,,,,,,
서울특별시,용산구,85세 이상,여자,1954,205,888,98,1925,150,30,6,872,77,869,55,,
서울특별시,성동구,20-24세,여자,3776,1403,,,,,,,,,3776,1403,,
서울특별시,성동구,25-29세,여자,4099,2454,,,,,,,,,4099,2454,,
서울특별시,성동구,30-34세,여자,6508,4264,,,,,,,,,6508,4264,,
서울특별시,성동구,35-39세,여자,4656,3039,,,,,,,,,4656,3039,,
서울특별시,성동구,40-44세,남자,6214,3640,6076,3532,,,282,190,,,,,,
서울특별시,성동구,40-44세,여자,6620,4815,6120,3574,,,233,166,6084,3616,6171,3781,,
서울특별시,성동구,45-49세,남자,4210,2540,4022,2411,,,342,219,,,,,,
서울특별시,성동구,45-49세,여자,4746,3454,4190,2525,,,273,192,4167,2490,4242,2639,,
서울특별시,성동구,50-54세,남자,9684,4329,5988,3317,9339,2761,399,259,,,,,123,15
서울특별시,성동구,50-54세,여자,10448,5850,6686,4054,9770,3297,310,225,6604,4020,6677,4121,3,1
서울특별시,성동구,55-59세,남자,8818,3538,3884,2247,8520,2531,309,193,,,,,253,75
서울특별시,성동구,55-59세,여자,9137,4657,4365,2830,8547,2953,251,192,4312,2825,4352,2862,2,0
서울특별시,성동구,60-64세,남자,8705,4298,5387,3207,8206,2976,364,259,,,,,369,114
서울특별시,성동구,60-64세,여자,9317,5531,5929,3839,8675,3647,268,193,5898,3841,5887,3778,9,5
서울특별시,성동구,65-69세,남자,6075,2958,2773,1829,5807,2260,260,165,,,,,171,47
서울특별시,성동구,65-69세,여자,6938,3597,3251,2249,6601,2574,200,153,3182,2153,3181,2105,4,1
서울특별시,성동구,70-74세,남자,4164,2316,2648,1716,3939,1697,139,83,,,,,111,38
서울특별시,성동구,70-74세,여자,5019,2891,3218,2126,4728,2033,145,104,3164,1987,3144,1856,4,1
서울특별시,성동구,75-79세,남자,3008,1309,1237,777,2922,1065,93,57,,,,,,
서울특별시,성동구,75-79세,여자,4069,1614,1775,1009,3958,1220,94,53,1721,896,1700,800,,
서울특별시,성동구,80-84세,남자,1917,798,1235,607,1837,616,36,21,,,,,,
서울특별시,성동구,80-84세,여자,2781,908,1718,644,2661,598,63,32,1676,525,1672,448,,
서울특별시,성동구,85세 이상,남자,988,170,426,102,977,141,12,4,,,,,,
서울특별시,성동구,85세 이상,여자,1948,233,882,125,1923,176,17,3,870,92,861,69,,
서울특별시,광진구,20-24세,여자,4744,1690,,,,,,,,,4744,1690,,
서울특별시,광진구,25-29세,여자,5944,3554,,,,,,,,,5944,3554,,
서울특별시,광진구,30-34세,여자,8060,5193,,,,,,,,,8060,5193,,
서울특별시,광진구,35-39세,여자,5047,3215,,,,,,,,,5047,3215,,
서울특별시,광진구,40-44세,남자,6749,4133,6615,4016,,,333,241,,,,,,
서울특별시,광진구,40-44세,여자,7642,5643,7060,4388,,,231,178,7055,4433,7094,4433,,
서울특별시,광진구,45-49세,남자,4980,3119,4748,2955,,,406,277,,,,,,
서울특별시,광진구,45-49세,여자,5741,4290,5174,3369,,,340,255,5091,3283,5092,3284,,
서울특별시,광진구,50-54세,남자,11301,5149,7039,4034,10812,3274,449,293,,,,,147,43
서울특별시,광진구,50-54세,여자,12530,7217,8027,5124,11621,4205,395,298,7972,5133,8014,5132,1,0
서울특별시,광진구,55-59세,남자,10268,4176,4596,2713,9879,3004,403,264,,,,,316,135
서울특별시,광진구,55-59세,여자,10915,5545,5181,3503,10275,3696,286,223,5144,3514,5076,3420,4,1
서울특별시,광진구,60-64세,남자,9843,5005,6191,3816,9212,3533,340,236,,,,,441,197
서울특별시,광진구,60-64세,여자,11506,6995,7428,5150,10606,4756,331,247,7384,5137,7323,4921,10,5
서울특별시,광진구,65-69세,남자,7330,3728,3363,2300,6939,2847,294,217,,,,,222,115
서울특별시,광진구,65-69세,여자,8394,4526,3981,2836,7941,3351,221,172,3928,2810,3837,2551,6,4
서울특별시,광진구,70-74세,남자,4746,2657,2937,1976,4458,2036,149,99,,,,,124,51
서울특별시,광진구,70-74세,여자,5702,3298,3627,2458,5339,2403,130,88,3576,2318,3518,2108,4,1
서울특별시,광진구,75-79세,남자,3481,1602,1446,962,3345,1307,104,60,,,,,,
서울특별시,광진구,75-79세,여자,4090,1690,1856,1089,3933,1286,100,57,1805,993,1773,844,,
서울특별시,광진구,80-84세,남자,2272,946,1433,690,2162,747,37,18,,,,,,
서울특별시,광진구,80-84세,여자,2873,955,1808,637,2749,659,45,22,1769,554,1765,455,,
서울특별시,광진구,85세 이상,남자,1009,220,485,115,989,188,9,4,,,,,,
서울특별시,광진구,85세 이상,여자,1973,245,935,127,1943,191,21,4,928,94,915,70,,
서울특별시,동대문구,20-24세,여자,5068,1838,,,,,,,,,5068,1838,,
서울특별시,동대문구,25-29세,여자,4830,2904,,,,,,,,,4830,2904,,
서울특별시,동대문구,30-34세,여자,6414,4160,,,,,,,,,6414,4160,,
서울특별시,동대문구,35-39세,여자,4526,3004,,,,,,,,,4526,3004,,
서울특별시,동대문구,40-44세,남자,6931,4174,6810,4068,,,315,226,,,,,,
서울특별시,동대문구,40-44세,여자,7260,5432,6626,4007,,,227,176,6671,4148,6746,4247,,
서울특별시,동대문구,45-49세,남자,4950,3014,4706,2839,,,400,273,,,,,,
서울특별시,동대문구,45-49세,여자,5218,3911,4641,2940,,,268,200,4642,3030,4643,2975,,
서울특별시,동대문구,50-54세,남자,11049,5013,6928,3847,10649,3454,460,305,,,,,145,45
서울특별시,동대문구,50-54세,여자,11292,6591,7165,4569,10536,3994,343,272,7133,4716,7157,4611,,
서울특별시,동대문구,55-59세,남자,9940,4214,4443,2717,9626,3163,392,279,,,,,295,105
서울특별시,동대문구,55-59세,여자,10145,5205,4779,3222,9664,3673,289,221,4744,3267,4682,3120,1,0
서울특별시,동대문구,60-64세,남자,10048,5136,6302,3839,9502,3765,416,298,,,,,450,168
서울특별시,동대문구,60-64세,여자,11511,7085,7386,5088,10807,4948,389,313,7402,5227,7310,4874,12,3
서울특별시,동대문구,65-69세,남자,7852,3958,3654,2492,7520,3133,309,225,,,,,258,113
서울특별시,동대문구,65-69세,여자,9043,4804,4202,3011,8633,3603,305,235,4197,3079,4051,2736,8,5
서울특별시,동대문구,70-74세,남자,5569,3152,3457,2281,5293,2480,186,133,,,,,150,55
서울특별시,동대문구,70-74세,여자,6765,3869,4341,2902,6447,2875,194,137,4326,2945,4257,2613,2,0
서울특별시,동대문구,75-79세,남자,4197,1922,1833,1168,4054,1592,129,85,,,,,,
서울특별시,동대문구,75-79세,여자,5304,2163,2319,1396,5142,1676,118,67,2318,1385,2260,1189,,
서울특별시,동대문구,80-84세,남자,2728,1149,1740,867,2643,930,50,23,,,,,,
서울특별시,동대문구,80-84세,여자,3609,1234,2258,888,3495,943,74,38,2247,858,2184,677,,
서울특별시,동대문구,85세 이상,남자,1285,275,557,144,1271,245,17,7,,,,,,
서울특별시,동대문구,85세 이상,여자,2450,248,1098,137,2422,193,27,8,1093,127,1077,88,,
서울특별시,중랑구,20-24세,여자,4114,1556,,,,,,,,,4114,1556,,
서울특별시,중랑구,25-29세,여자,4973,2936,,,,,,,,,4973,2936,,
서울특별시,중랑구,30-34세,여자,7500,4844,,,,,,,,,7500,4844,,
서울특별시,중랑구,35-39세,여자,5043,3270,,,,,,,,,5043,3270,,
서울특별시,중랑구,40-44세,남자,8013,4927,7864,4809,,,345,255,,,,,,
서울특별시,중랑구,40-44세,여자,7841,5898,7249,4554,,,254,187,7309,4826,7340,4796,,
서울특별시,중랑구,45-49세,남자,5498,3487,5249,3304,,,434,312,,,,,,
서울특별시,중랑구,45-49세,여자,5976,4516,5426,3594,,,314,248,5389,3662,5342,3559,,
서울특별시,중랑구,50-54세,남자,13147,5948,8346,4581,12628,4067,508,364,,,,,218,76
서울특별시,중랑구,50-54세,여자,14265,8470,9148,5964,13297,5488,464,366,9157,6166,9174,6138,1,0
서울특별시,중랑구,55-59세,남자,12646,5377,5698,3445,12148,4031,459,314,,,,,499,224
서울특별시,중랑구,55-59세,여자,13526,7379,6454,4464,12818,5244,336,265,6459,4603,6411,4478,10,7
서울특별시,중랑구,60-64세,남자,12911,6959,8275,5239,12056,5054,430,321,,,,,757,411
서울특별시,중랑구,60-64세,여자,14592,9381,9509,6765,13568,6752,395,324,9514,6980,9422,6707,16,7
서울특별시,중랑구,65-69세,남자,9512,5194,4307,3053,9027,4113,323,236,,,,,367,225
서울특별시,중랑구,65-69세,여자,10817,6284,5137,3820,10298,4890,319,257,5145,3917,5045,3660,4,2
서울특별시,중랑구,70-74세,남자,6549,4054,4138,2903,6097,3148,180,124,,,,,255,133
서울특별시,중랑구,70-74세,여자,7835,4904,5125,3594,7372,3774,194,147,5086,3572,5000,3238,5,0
서울특별시,중랑구,75-79세,남자,4537,2314,1908,1302,4367,1984,135,90,,,,,,
서울특별시,중랑구,75-79세,여자,5594,2493,2448,1536,5398,2035,112,70,2404,1458,2335,1286,,
서울특별시,중랑구,80-84세,남자,2836,1270,1862,947,2704,1038,56,39,,,,,,
서울특별시,중랑구,80-84세,여자,3573,1257,2303,936,3447,982,68,33,2256,824,2212,694,,
서울특별시,중랑구,85세 이상,남자,1217,272,547,152,1187,234,18,6,,,,,,
서울특별시,중랑구,85세 이상,여자,2346,292,1111,152,2317,239,21,2,1110,141,1092,92,,
서울특별시,성북구,20-24세,여자,6715,2472,,,,,,,,,6715,2472,,
서울특별시,성북구,25-29세,여자,5674,3437,,,,,,,,,5674,3437,,
서울특별시,성북구,30-34세,여자,7527,4824,,,,,,,,,7527,4824,,
서울특별시,성북구,35-39세,여자,5645,3787,,,,,,,,,5645,3787,,
서울특별시,성북구,40-44세,남자,8711,5400,8525,5247,,,417,284,,,,,,
서울특별시,성북구,40-44세,여자,9636,7251,8886,5532,,,304,220,8930,5839,8999,5860,,
서울특별시,성북구,45-49세,남자,6774,4315,6455,4098,,,531,369,,,,,,
서울특별시,성북구,45-49세,여자,7826,5943,7050,4610,,,406,303,7016,4719,7025,4649,,
서울특별시,성북구,50-54세,남자,15327,7229,9655,5607,14768,4877,623,420,,,,,170,41
서울특별시,성북구,50-54세,여자,15912,9220,10155,6418,14835,5597,477,356,10129,6583,10202,6561,5,1
서울특별시,성북구,55-59세,남자,12061,5286,5393,3319,11597,3961,428,273,,,,,383,137
서울특별시,성북구,55-59세,여자,12898,6909,6158,4191,12232,4780,310,233,6065,4251,6052,4136,6,4
서울특별시,성북구,60-64세,남자,11845,6393,7580,4865,11060,4547,460,314,,,,,584,230
서울특별시,성북구,60-64세,여자,13869,8593,8863,6097,12842,5893,377,283,8861,6157,8786,5864,12,4
서울특별시,성북구,65-69세,남자,9097,4829,4202,2937,8645,3814,356,250,,,,,287,135
서울특별시,성북구,65-69세,여자,10751,5995,5125,3718,10231,4477,290,211,5067,3714,4989,3426,2,1
서울특별시,성북구,70-74세,남자,6342,3708,3985,2718,5953,2884,178,113,,,,,179,61
서울특별시,성북구,70-74세,여자,8217,4906,5334,3635,7722,3597,211,154,5308,3585,5207,3181,7,0
서울특별시,성북구,75-79세,남자,4927,2357,2135,1408,4751,1954,109,52,,,,,,
서울특별시,성북구,75-79세,여자,6512,2752,2818,1728,6270,2094,137,80,2760,1626,2684,1395,,
서울특별시,성북구,80-84세,남자,3335,1427,2135,1037,3183,1135,58,26,,,,,,
서울특별시,성북구,80-84세,여자,4588,1597,2890,1126,4395,1173,86,38,2838,979,2798,813,,
서울특별시,성북구,85세 이상,남자,1674,376,789,204,1642,316,22,7,,,,,,
서울특별시,성북구,85세 이상,여자,3179,428,1487,210,3128,331,46,14,1472,168,1454,131,,
서울특별시,강북구,20-24세,여자,3710,1460,,,,,,,,,3710,1460,,
서울특별시,강북구,25-29세,여자,3572,2188,,,,,,,,,3572,2188,,
서울특별시,강북구,30-34세,여자,4620,2851,,,,,,,,,4620,2851,,
서울특별시,강북구,35-39세,여자,3310,2184,,,,,,,,,3310,2184,,
서울특별시,강북구,40-44세,남자,5755,3442,5659,3372,,,233,154,,,,,,
서울특별시,강북구,40-44세,여자,5763,4239,5335,3298,,,184,138,5357,3457,5375,3412,,
서울특별시,강북구,45-49세,남자,4447,2718,4251,2586,,,343,230,,,,,,
서울특별시,강북구,45-49세,여자,4848,3652,4385,2868,,,256,197,4355,2924,4337,2838,,
서울특별시,강북구,50-54세,남자,10259,4680,6406,3532,9849,3346,423,278,,,,,155,59
서울특별시,강북구,50-54세,여자,10908,6504,6956,4522,10131,4172,347,259,6907,4649,6964,4653,5,3
서울특별시,강북구,55-59세,남자,9081,3904,4084,2423,8719,3023,316,214,,,,,332,126
서울특별시,강북구,55-59세,여자,9937,5491,4777,3273,9366,4053,250,195,4757,3374,4735,3273,6,4
서울특별시,강북구,60-64세,남자,9293,5039,5881,3644,8690,3919,318,234,,,,,478,199
서울특별시,강북구,60-64세,여자,11262,7231,7282,5151,10401,5346,326,252,7251,5170,7111,4818,12,5
서울특별시,강북구,65-69세,남자,7300,3961,3350,2254,6915,3264,243,165,,,,,281,140
서울특별시,강북구,65-69세,여자,9051,5395,4245,3130,8532,4290,269,195,4223,3171,4098,2876,5,4
서울특별시,강북구,70-74세,남자,5519,3230,3481,2288,5148,2619,165,106,,,,,189,76
서울특별시,강북구,70-74세,여자,7309,4408,4675,3163,6848,3513,175,118,4615,3090,4500,2700,9,4
서울특별시,강북구,75-79세,남자,4242,2056,1759,1080,4076,1783,111,68,,,,,,
서울특별시,강북구,75-79세,여자,5661,2540,2517,1498,5419,2050,112,67,2463,1402,2396,1216,,
서울특별시,강북구,80-84세,남자,2799,1288,1807,881,2660,1100,45,23,,,,,,
서울특별시,강북구,80-84세,여자,3661,1335,2382,869,3498,1018,59,25,2319,775,2280,631,,
서울특별시,강북구,85세 이상,남자,1314,344,611,180,1283,305,10,2,,,,,,
서울특별시,강북구,85세 이상,여자,2203,309,1007,141,2171,240,16,6,987,102,974,76,,
서울특별시,도봉구,20-24세,여자,3574,1211,,,,,,,,,3574,1211,,
서울특별시,도봉구,25-29세,여자,3396,1914,,,,,,,,,3396,1914,,
서울특별시,도봉구,30-34세,여자,4849,2964,,,,,,,,,4849,2964,,
서울특별시,도봉구,35-39세,여자,3694,2424,,,,,,,,,3694,2424,,
서울특별시,도봉구,40-44세,남자,5982,3662,5879,3571,,,269,198,,,,,,
서울특별시,도봉구,40-44세,여자,6343,4690,5863,3675,,,187,152,5894,3859,5920,3742,,
서울특별시,도봉구,45-49세,남자,4511,2904,4312,2749,,,343,250,,,,,,
서울특별시,도봉구,45-49세,여자,5505,4240,4980,3350,,,308,236,4977,3462,4894,3263,,
서울특별시,도봉구,50-54세,남자,11074,5434,6884,4067,10688,3915,484,342,,,,,150,49
서울특별시,도봉구,50-54세,여자,12505,7378,8064,5219,11789,4991,359,266,7981,5249,7953,5102,,
서울특별시,도봉구,55-59세,남자,10216,4631,4514,2732,9897,3662,385,258,,,,,350,151
서울특별시,도봉구,55-59세,여자,11365,6314,5293,3627,10828,4794,319,244,5253,3662,5173,3492,6,4
서울특별시,도봉구,60-64세,남자,10679,5999,6721,4233,10049,4700,414,304,,,,,588,253
서울특별시,도봉구,60-64세,여자,12751,8220,8174,5656,11926,6256,364,299,8117,5696,8034,5419,13,6
서울특별시,도봉구,65-69세,남자,8544,4855,3866,2704,8195,4091,290,225,,,,,254,110
서울특별시,도봉구,65-69세,여자,9648,5773,4519,3334,9221,4700,275,212,4461,3308,4362,3016,4,1
서울특별시,도봉구,70-74세,남자,5946,3809,3686,2542,5591,3157,195,150,,,,,176,82
서울특별시,도봉구,70-74세,여자,6797,4333,4332,3002,6458,3500,219,159,4276,2931,4213,2644,8,3
서울특별시,도봉구,75-79세,남자,4250,2322,1778,1179,4127,2072,112,80,,,,,,
서울특별시,도봉구,75-79세,여자,5142,2498,2217,1397,4995,2097,98,70,2175,1314,2114,1125,,
서울특별시,도봉구,80-84세,남자,2800,1387,1736,878,2697,1213,49,28,,,,,,
서울특별시,도봉구,80-84세,여자,3667,1396,2360,893,3553,1152,48,21,2315,824,2281,685,,
서울특별시,도봉구,85세 이상,남자,1280,364,627,163,1252,341,16,7,,,,,,
서울특별시,도봉구,85세 이상,여자,2535,432,1191,183,2504,376,23,2,1174,150,1157,102,,
서울특별시,노원구,20-24세,여자,6954,2056,,,,,,,,,6954,2056,,
서울특별시,노원구,25-29세,여자,5257,2925,,,,,,,,,5257,2925,,
서울특별시,노원구,30-34세,여자,7559,4796,,,,,,,,,7559,4796,,
서울특별시,노원구,35-39세,여자,6071,3945,,,,,,,,,6071,3945,,
서울특별시,노원구,40-44세,남자,9804,6107,9593,5940,,,476,341,,,,,,
서울특별시,노원구,40-44세,여자,11438,8643,10546,6617,,,377,292,10599,6936,10674,6976,,
서울특별시,노원구,45-49세,남자,8273,5542,7852,5221,,,715,519,,,,,,
서울특별시,노원구,45-49세,여자,10113,7681,9030,5854,,,589,444,8966,5914,8996,5932,,
서울특별시,노원구,50-54세,남자,19120,9735,11837,7164,18338,6540,821,582,,,,,232,63
서울특별시,노원구,50-54세,여자,20618,12335,13013,8370,19259,7578,658,510,12886,8378,12965,8464,3,2
서울특별시,노원구,55-59세,남자,15195,6939,6626,4072,14672,5276,541,375,,,,,433,178
서울특별시,노원구,55-59세,여자,16059,8888,7528,5009,15243,6325,402,314,7467,5040,7419,4907,4,3
서울특별시,노원구,60-64세,남자,14356,7980,8956,5658,13506,5846,554,404,,,,,690,310
서울특별시,노원구,60-64세,여자,17140,10756,10839,7397,15905,7721,485,392,10726,7297,10632,6944,12,6
서울특별시,노원구,65-69세,남자,11179,6344,5037,3531,10710,5223,455,344,,,,,348,177
서울특별시,노원구,65-69세,여자,13072,7685,6093,4404,12473,6080,393,319,5993,4356,5903,3981,9,4
서울특별시,노원구,70-74세,남자,7568,4744,4686,3193,7191,3898,271,182,,,,,220,113
서울특별시,노원구,70-74세,여자,9213,5611,5822,3912,8750,4413,220,161,5773,3820,5639,3362,8,4
서울특별시,노원구,75-79세,남자,5137,2685,2157,1397,4950,2318,135,96,,,,,,
서울특별시,노원구,75-79세,여자,6916,3067,2924,1754,6719,2525,160,91,2854,1616,2772,1362,,
서울특별시,노원구,80-84세,남자,3238,1435,2036,982,3119,1224,63,37,,,,,,
서울특별시,노원구,80-84세,여자,5021,1734,3192,1221,4865,1376,76,43,3113,1022,3071,815,,
서울특별시,노원구,85세 이상,남자,1678,394,773,194,1656,351,25,11,,,,,,
서울특별시,노원구,85세 이상,여자,3703,448,1754,207,3670,369,40,11,1739,162,1713,103,,
서울특별시,은평구,20-24세,여자,5318,1925,,,,,,,,,5318,1925,,
서울특별시,은평구,25-29세,여자,5906,3550,,,,,,,,,5906,3550,,
서울특별시,은평구,30-34세,여자,8831,5637,,,,,,,,,8831,5637,,
서울특별시,은평구,35-39세,여자,6461,4236,,,,,,,,,6461,4236,,
서울특별시,은평구,40-44세,남자,9872,6032,9692,5889,,,431,321,,,,,,
서울특별시,은평구,40-44세,여자,10673,8039,9760,6045,,,314,253,9829,6346,9849,6217,,
서울특별시,은평구,45-49세,남자,7349,4684,7019,4443,,,587,408,,,,,,
서울특별시,은평구,45-49세,여자,8546,6572,7597,4990,,,482,378,7609,5155,7535,4935,,
서울특별시,은평구,50-54세,남자,15823,7564,9891,5730,15178,5150,681,466,,,,,213,75
서울특별시,은평구,50-54세,여자,17354,10214,11008,6908,16215,6382,558,426,10987,7131,11025,7021,4,1
서울특별시,은평구,55-59세,남자,13311,5663,5744,3441,12801,4267,539,371,,,,,431,187
서울특별시,은평구,55-59세,여자,14997,8181,7079,4830,14147,5865,451,339,7058,4974,6962,4719,10,8
서울특별시,은평구,60-64세,남자,13483,7203,8498,5294,12610,5353,539,399,,,,,658,315
서울특별시,은평구,60-64세,여자,16537,10483,10518,7283,15269,7514,498,409,10489,7396,10364,6971,20,10
서울특별시,은평구,65-69세,남자,10376,5516,4696,3245,9856,4422,431,334,,,,,328,174
서울특별시,은평구,65-69세,여자,12794,7391,6010,4352,12100,5678,481,384,5909,4319,5770,3931,7,3
서울특별시,은평구,70-74세,남자,7566,4575,4725,3234,7035,3632,262,191,,,,,248,114
서울특별시,은평구,70-74세,여자,9713,5980,6260,4348,9088,4519,347,254,6198,4224,6033,3689,12,7
서울특별시,은평구,75-79세,남자,5571,2795,2358,1534,5354,2394,168,107,,,,,,
서울특별시,은평구,75-79세,여자,7439,3372,3254,1966,7141,2619,245,178,3169,1798,3080,1520,,
서울특별시,은평구,80-84세,남자,3856,1708,2458,1157,3662,1395,96,56,,,,,,
서울특별시,은평구,80-84세,여자,4913,1738,3135,1155,4706,1330,113,60,3077,997,3017,763,,
서울특별시,은평구,85세 이상,남자,1784,434,843,224,1736,369,27,15,,,,,,
서울특별시,은평구,85세 이상,여자,3114,445,1439,220,3069,341,58,30,1408,154,1392,118,,
서울특별시,서대문구,20-24세,여자,4367,1529,,,,,,,,,4367,1529,,
서울특별시,서대문구,25-29세,여자,4447,2526,,,,,,,,,4447,2526,,
