시도,시군구,연령,성별,전체대상자수,전체수검자수,위암대상자수,위암수검자수,대장암대상자수,대장암수검자수,간암대상자수,간암수검자수,유방암대상자수,유방암수검자수,자궁경부암대상자수,자궁경부암수검자수,폐암대상자수,폐암수검자수
경기도,김포시,85세 이상,남자,1227,262,573,141,1206,221,15,4,,,,,,
경기도,김포시,85세 이상,여자,2609,290,1220,136,2582,220,22,6,1205,94,1198,86,,
경기도,화성시,20-24세,여자,9167,2850,,,,,,,,,9167,2850,,
경기도,화성시,25-29세,여자,8512,4928,,,,,,,,,8512,4928,,
경기도,화성시,30-34세,여자,15826,10470,,,,,,,,,15826,10470,,
경기도,화성시,35-39세,여자,14759,9842,,,,,,,,,14759,9842,,
경기도,화성시,40-44세,남자,25015,14505,24228,13942,,,1573,1032,,,,,,
경기도,화성시,40-44세,여자,25468,19121,23122,14027,,,870,683,23143,14786,23527,15408,,
경기도,화성시,45-49세,남자,16191,10046,15223,9353,,,1611,1103,,,,,,
경기도,화성시,45-49세,여자,16206,12456,14278,9336,,,1047,806,14185,9483,14207,9479,,
경기도,화성시,50-54세,남자,30567,14750,18840,11013,29161,9473,1446,994,,,,,452,142
경기도,화성시,50-54세,여자,27698,16648,17344,11254,25413,9480,957,772,17239,11433,17293,11208,4,2
경기도,화성시,55-59세,남자,24519,10794,10709,6425,23608,7926,944,641,,,,,899,324
경기도,화성시,55-59세,여자,20970,11520,9539,6690,19723,7893,643,504,9435,6699,9279,6250,14,3
경기도,화성시,60-64세,남자,20606,11157,12670,8039,19312,8064,831,582,,,,,1102,467
경기도,화성시,60-64세,여자,19533,12513,12435,8740,17974,8624,600,491,12343,8727,11941,7705,24,14
경기도,화성시,65-69세,남자,13167,6828,5721,3934,12589,5447,475,327,,,,,408,190
경기도,화성시,65-69세,여자,13197,7392,5948,4423,12558,5662,414,312,5851,4291,5551,3524,8,2
경기도,화성시,70-74세,남자,7793,4624,4808,3287,7349,3648,254,168,,,,,258,97
경기도,화성시,70-74세,여자,8432,4834,5304,3487,7922,3559,220,160,5239,3377,4988,2527,8,2
경기도,화성시,75-79세,남자,5016,2315,2057,1304,4838,1920,124,82,,,,,,
경기도,화성시,75-79세,여자,6004,2347,2513,1441,5806,1776,125,78,2445,1297,2284,885,,
경기도,화성시,80-84세,남자,3154,1255,1969,892,3037,994,48,27,,,,,,
경기도,화성시,80-84세,여자,4630,1350,2888,864,4456,931,70,37,2857,786,2802,526,,
경기도,화성시,85세 이상,남자,1607,294,706,165,1582,241,20,4,,,,,,
경기도,화성시,85세 이상,여자,3876,398,1756,209,3837,297,33,8,1732,175,1692,78,,
경기도,광주시,20-24세,여자,3779,1338,,,,,,,,,3779,1338,,
경기도,광주시,25-29세,여자,3541,2061,,,,,,,,,3541,2061,,
경기도,광주시,30-34세,여자,5994,3807,,,,,,,,,5994,3807,,
경기도,광주시,35-39세,여자,5661,3737,,,,,,,,,5661,3737,,
경기도,광주시,40-44세,남자,10172,5948,9972,5781,,,461,323,,,,,,
경기도,광주시,40-44세,여자,9670,7201,8794,5424,,,327,254,8786,5520,8969,5826,,
경기도,광주시,45-49세,남자,6817,4244,6487,4008,,,568,391,,,,,,
경기도,광주시,45-49세,여자,6761,5200,6042,4052,,,369,278,5967,4055,5984,4090,,
경기도,광주시,50-54세,남자,14331,6616,8907,4965,13779,4511,603,422,,,,,248,86
경기도,광주시,50-54세,여자,13891,8424,8841,5810,12943,5313,430,327,8779,5829,8824,5908,10,3
경기도,광주시,55-59세,남자,12725,5604,5642,3366,12264,4178,433,303,,,,,502,191
경기도,광주시,55-59세,여자,12495,6982,5740,4107,11803,4966,306,233,5663,4096,5691,4055,7,3
경기도,광주시,60-64세,남자,12517,6734,7847,4925,11815,4971,482,352,,,,,713,320
경기도,광주시,60-64세,여자,12936,8323,8239,5839,11981,5925,345,274,8123,5737,8045,5455,14,6
경기도,광주시,65-69세,남자,8991,4842,4080,2769,8608,3897,277,203,,,,,295,135
경기도,광주시,65-69세,여자,8955,5398,4239,3101,8487,4174,303,219,4169,2998,4059,2737,8,3
경기도,광주시,70-74세,남자,5495,3337,3408,2271,5190,2695,180,117,,,,,164,76
경기도,광주시,70-74세,여자,5663,3431,3626,2400,5316,2614,139,96,3573,2255,3486,1987,5,2
경기도,광주시,75-79세,남자,3554,1863,1532,980,3435,1619,99,61,,,,,,
경기도,광주시,75-79세,여자,3803,1679,1623,957,3665,1360,67,45,1559,808,1523,694,,
경기도,광주시,80-84세,남자,2053,846,1293,545,1968,701,26,16,,,,,,
경기도,광주시,80-84세,여자,2700,872,1670,569,2609,663,41,15,1631,455,1585,346,,
경기도,광주시,85세 이상,남자,962,213,434,115,943,182,9,2,,,,,,
경기도,광주시,85세 이상,여자,2115,305,993,160,2093,260,22,4,973,110,933,42,,
경기도,양주시,20-24세,여자,2562,828,,,,,,,,,2562,828,,
경기도,양주시,25-29세,여자,1990,1180,,,,,,,,,1990,1180,,
경기도,양주시,30-34세,여자,3062,1913,,,,,,,,,3062,1913,,
경기도,양주시,35-39세,여자,2641,1767,,,,,,,,,2641,1767,,
경기도,양주시,40-44세,남자,5028,3053,4944,2985,,,224,168,,,,,,
경기도,양주시,40-44세,여자,5433,4100,4970,3107,,,165,124,5017,3355,4960,3222,,
경기도,양주시,45-49세,남자,4373,2705,4146,2534,,,389,275,,,,,,
경기도,양주시,45-49세,여자,4493,3539,3933,2627,,,252,190,3974,2810,3941,2698,,
경기도,양주시,50-54세,남자,8807,4380,5582,3225,8454,3232,383,270,,,,,158,44
경기도,양주시,50-54세,여자,8299,5243,5273,3443,7710,3479,271,206,5261,3586,5206,3375,,
경기도,양주시,55-59세,남자,7878,3659,3492,2088,7617,2959,306,220,,,,,327,118
경기도,양주시,55-59세,여자,7108,4300,3401,2433,6676,3222,184,140,3361,2445,3280,2256,9,3
경기도,양주시,60-64세,남자,7334,4113,4537,2812,6855,3234,286,202,,,,,412,171
경기도,양주시,60-64세,여자,7275,4895,4597,3242,6745,3719,210,169,4591,3321,4382,2808,10,6
경기도,양주시,65-69세,남자,5212,3056,2327,1612,4937,2560,208,144,,,,,188,93
경기도,양주시,65-69세,여자,5470,3488,2624,1947,5181,2833,178,145,2597,1943,2439,1513,6,1
경기도,양주시,70-74세,남자,3352,2086,2073,1378,3143,1743,104,77,,,,,130,64
경기도,양주시,70-74세,여자,3743,2339,2398,1584,3523,1879,88,65,2394,1567,2267,1181,2,1
경기도,양주시,75-79세,남자,2580,1398,1082,701,2475,1234,57,34,,,,,,
경기도,양주시,75-79세,여자,2915,1386,1260,752,2808,1155,64,42,1219,688,1159,511,,
경기도,양주시,80-84세,남자,1506,712,967,463,1450,619,23,15,,,,,,
경기도,양주시,80-84세,여자,2072,699,1332,429,1995,545,34,21,1309,364,1274,226,,
경기도,양주시,85세 이상,남자,775,191,335,84,755,173,9,2,,,,,,
경기도,양주시,85세 이상,여자,1556,246,733,106,1537,212,14,2,726,85,695,41,,
경기도,포천시,20-24세,여자,1657,558,,,,,,,,,1657,558,,
경기도,포천시,25-29세,여자,1264,645,,,,,,,,,1264,645,,
경기도,포천시,30-34세,여자,1777,981,,,,,,,,,1777,981,,
경기도,포천시,35-39세,여자,1312,757,,,,,,,,,1312,757,,
경기도,포천시,40-44세,남자,2642,1317,2587,1279,,,112,64,,,,,,
경기도,포천시,40-44세,여자,2384,1607,2233,1284,,,73,54,2247,1346,2240,1290,,
경기도,포천시,45-49세,남자,2273,1218,2163,1142,,,188,113,,,,,,
경기도,포천시,45-49세,여자,2175,1533,1975,1222,,,131,97,2003,1297,1978,1219,,
경기도,포천시,50-54세,남자,6177,2660,3771,1888,5965,2080,238,136,,,,,130,45
경기도,포천시,50-54세,여자,5394,3138,3435,2159,5148,2351,184,134,3423,2199,3392,2062,3,1
경기도,포천시,55-59세,남자,6736,2860,2959,1604,6517,2414,211,120,,,,,315,130
경기도,포천시,55-59세,여자,5562,3180,2596,1766,5307,2590,156,111,2582,1808,2544,1682,11,2
경기도,포천시,60-64세,남자,6906,3592,4262,2497,6530,2911,231,149,,,,,495,188
경기도,포천시,60-64세,여자,6160,3976,3859,2637,5831,3255,189,133,3862,2695,3785,2468,17,8
경기도,포천시,65-69세,남자,4645,2519,2088,1412,4466,2145,169,106,,,,,199,86
경기도,포천시,65-69세,여자,4114,2402,1838,1289,3938,2031,103,71,1816,1310,1765,1169,9,5
경기도,포천시,70-74세,남자,2605,1556,1614,1007,2443,1315,75,46,,,,,126,47
경기도,포천시,70-74세,여자,2663,1570,1726,1065,2517,1296,48,34,1735,1072,1687,920,8,1
경기도,포천시,75-79세,남자,1900,881,821,470,1829,763,33,21,,,,,,
경기도,포천시,75-79세,여자,2376,956,1063,555,2303,781,45,20,1063,566,1023,456,,
경기도,포천시,80-84세,남자,1321,521,804,326,1252,448,21,8,,,,,,
경기도,포천시,80-84세,여자,2013,542,1254,333,1964,444,19,10,1249,326,1221,249,,
경기도,포천시,85세 이상,남자,739,161,357,90,728,148,5,1,,,,,,
경기도,포천시,85세 이상,여자,1570,243,703,106,1560,221,11,3,684,71,662,27,,
경기도,여주시,20-24세,여자,1112,367,,,,,,,,,1112,367,,
경기도,여주시,25-29세,여자,869,485,,,,,,,,,869,485,,
경기도,여주시,30-34세,여자,1195,743,,,,,,,,,1195,743,,
경기도,여주시,35-39세,여자,1061,683,,,,,,,,,1061,683,,
경기도,여주시,40-44세,남자,2070,1163,2020,1123,,,100,64,,,,,,
경기도,여주시,40-44세,여자,2080,1543,1923,1191,,,49,35,1933,1263,1919,1218,,
경기도,여주시,45-49세,남자,1635,979,1565,940,,,139,93,,,,,,
경기도,여주시,45-49세,여자,1747,1332,1550,999,,,93,71,1552,1028,1536,970,,
경기도,여주시,50-54세,남자,4130,1789,2506,1348,3951,1217,161,109,,,,,72,17
경기도,여주시,50-54세,여자,3879,2291,2470,1560,3599,1352,119,81,2454,1589,2423,1466,,
경기도,여주시,55-59세,남자,4220,1695,1822,1076,4085,1282,144,76,,,,,165,29
경기도,여주시,55-59세,여자,3946,2029,1786,1206,3736,1425,81,56,1761,1196,1706,1049,2,0
경기도,여주시,60-64세,남자,4407,2257,2734,1739,4131,1597,131,88,,,,,256,41
경기도,여주시,60-64세,여자,4492,2679,2808,1929,4163,1882,118,84,2767,1873,2665,1585,4,1
경기도,여주시,65-69세,남자,3608,1834,1566,1136,3448,1404,127,74,,,,,118,23
경기도,여주시,65-69세,여자,3578,1892,1571,1128,3396,1415,93,70,1532,1073,1463,869,4,0
경기도,여주시,70-74세,남자,2236,1320,1410,998,2102,998,64,46,,,,,84,10
경기도,여주시,70-74세,여자,2220,1245,1416,957,2084,897,49,29,1389,881,1315,654,2,0
경기도,여주시,75-79세,남자,1614,703,670,422,1543,556,35,18,,,,,,
경기도,여주시,75-79세,여자,1912,717,825,451,1825,514,39,22,801,398,757,274,,
경기도,여주시,80-84세,남자,1142,436,742,352,1077,303,25,11,,,,,,
경기도,여주시,80-84세,여자,1633,460,1052,362,1572,291,25,5,1031,279,996,168,,
경기도,여주시,85세 이상,남자,632,94,262,56,619,69,5,0,,,,,,
경기도,여주시,85세 이상,여자,1386,157,656,85,1376,113,4,0,643,62,633,36,,
경기도,연천군,20-24세,여자,387,153,,,,,,,,,387,153,,
경기도,연천군,25-29세,여자,347,191,,,,,,,,,347,191,,
경기도,연천군,30-34세,여자,498,296,,,,,,,,,498,296,,
경기도,연천군,35-39세,여자,348,213,,,,,,,,,348,213,,
경기도,연천군,40-44세,남자,656,344,646,336,,,25,14,,,,,,
경기도,연천군,40-44세,여자,624,442,573,315,,,19,16,565,325,577,356,,
경기도,연천군,45-49세,남자,554,300,523,282,,,45,25,,,,,,
경기도,연천군,45-49세,여자,470,350,410,266,,,26,13,413,274,413,274,,
경기도,연천군,50-54세,남자,1307,558,863,431,1262,414,48,28,,,,,23,4
경기도,연천군,50-54세,여자,1165,662,750,424,1091,412,39,29,742,434,751,459,1,0
경기도,연천군,55-59세,남자,1571,570,652,336,1527,451,40,22,,,,,70,18
경기도,연천군,55-59세,여자,1381,724,646,403,1326,556,34,19,641,394,622,379,2,2
경기도,연천군,60-64세,남자,1725,872,1080,635,1636,681,71,44,,,,,109,30
경기도,연천군,60-64세,여자,1725,1028,1086,701,1594,732,48,34,1077,684,1056,640,2,0
경기도,연천군,65-69세,남자,1432,714,616,389,1380,610,43,28,,,,,55,17
경기도,연천군,65-69세,여자,1395,780,638,458,1337,637,37,30,628,426,604,369,2,2
경기도,연천군,70-74세,남자,941,515,575,372,889,411,31,20,,,,,39,10
경기도,연천군,70-74세,여자,1052,600,680,403,995,460,28,25,674,372,665,352,3,0
경기도,연천군,75-79세,남자,786,362,341,214,759,305,19,11,,,,,,
경기도,연천군,75-79세,여자,1018,375,423,210,993,305,19,11,406,161,402,147,,
경기도,연천군,80-84세,남자,570,231,358,148,550,184,14,5,,,,,,
경기도,연천군,80-84세,여자,903,267,558,155,889,205,5,1,545,132,539,94,,
경기도,연천군,85세 이상,남자,345,60,161,29,340,49,2,1,,,,,,
경기도,연천군,85세 이상,여자,625,103,298,51,621,89,4,1,290,35,284,13,,
경기도,가평군,20-24세,여자,562,197,,,,,,,,,562,197,,
경기도,가평군,25-29세,여자,438,259,,,,,,,,,438,259,,
경기도,가평군,30-34세,여자,613,364,,,,,,,,,613,364,,
경기도,가평군,35-39세,여자,499,326,,,,,,,,,499,326,,
경기도,가평군,40-44세,남자,979,591,959,576,,,47,38,,,,,,
경기도,가평군,40-44세,여자,978,757,901,590,,,23,20,905,616,908,625,,
경기도,가평군,45-49세,남자,867,572,830,540,,,65,46,,,,,,
경기도,가평군,45-49세,여자,790,620,706,489,,,34,23,702,486,706,493,,
경기도,가평군,50-54세,남자,2100,927,1361,732,2021,621,87,58,,,,,34,4
경기도,가평군,50-54세,여자,1988,1150,1302,855,1877,726,44,35,1279,843,1282,850,,
경기도,가평군,55-59세,남자,2421,1001,1099,654,2317,740,87,59,,,,,103,30
경기도,가평군,55-59세,여자,2213,1193,1060,753,2106,861,51,42,1035,724,1032,695,4,0
경기도,가평군,60-64세,남자,2723,1476,1783,1165,2560,1080,82,51,,,,,144,40
경기도,가평군,60-64세,여자,2778,1702,1784,1257,2599,1252,75,67,1755,1232,1731,1140,5,2
경기도,가평군,65-69세,남자,2340,1180,1103,765,2235,945,91,65,,,,,72,21
경기도,가평군,65-69세,여자,2280,1319,1165,879,2179,1011,59,43,1142,829,1116,771,3,2
경기도,가평군,70-74세,남자,1348,816,860,597,1269,648,35,28,,,,,43,8
경기도,가평군,70-74세,여자,1387,829,890,605,1301,626,26,21,874,563,841,471,1,0
경기도,가평군,75-79세,남자,1135,576,509,346,1094,493,30,16,,,,,,
경기도,가평군,75-79세,여자,1291,550,601,370,1244,430,27,15,589,340,574,282,,
경기도,가평군,80-84세,남자,798,351,511,263,769,288,17,7,,,,,,
경기도,가평군,80-84세,여자,1074,373,688,266,1041,288,15,5,674,207,662,160,,
경기도,가평군,85세 이상,남자,462,87,204,46,453,75,7,4,,,,,,
경기도,가평군,85세 이상,여자,902,142,407,66,889,122,4,1,404,54,392,33,,
경기도,양평군,20-24세,여자,948,281,,,,,,,,,948,281,,
경기도,양평군,25-29세,여자,696,398,,,,,,,,,696,398,,
경기도,양평군,30-34세,여자,1081,585,,,,,,,,,1081,585,,
경기도,양평군,35-39세,여자,981,573,,,,,,,,,981,573,,
경기도,양평군,40-44세,남자,1833,981,1798,953,,,75,55,,,,,,
경기도,양평군,40-44세,여자,2128,1447,2007,1184,,,58,44,1959,1155,1962,1130,,
경기도,양평군,45-49세,남자,1747,1067,1671,1010,,,133,96,,,,,,
경기도,양평군,45-49세,여자,1738,1229,1592,990,,,114,84,1557,977,1534,908,,
경기도,양평군,50-54세,남자,4008,1779,2507,1367,3858,1213,157,97,,,,,70,4
경기도,양평군,50-54세,여자,3747,2049,2446,1517,3528,1239,106,82,2416,1477,2395,1401,,
경기도,양평군,55-59세,남자,4279,1724,1945,1147,4114,1234,144,93,,,,,161,40
경기도,양평군,55-59세,여자,4222,2048,1994,1377,4010,1351,98,65,1945,1348,1916,1267,1,0
경기도,양평군,60-64세,남자,5204,2654,3248,2020,4877,1889,203,130,,,,,246,49
경기도,양평군,60-64세,여자,5434,3209,3521,2430,5048,2204,144,104,3481,2360,3406,2117,6,1
경기도,양평군,65-69세,남자,4445,2211,1996,1404,4238,1698,166,106,,,,,128,27
경기도,양평군,65-69세,여자,4555,2323,2180,1529,4335,1705,101,64,2149,1512,2104,1361,4,2
경기도,양평군,70-74세,남자,2911,1661,1817,1223,2735,1262,91,50,,,,,67,9
경기도,양평군,70-74세,여자,2941,1627,1926,1236,2756,1120,70,46,1883,1159,1840,1003,5,1
경기도,양평군,75-79세,남자,2293,1055,985,655,2212,870,46,29,,,,,,
경기도,양평군,75-79세,여자,2427,922,1057,604,2350,687,37,13,1032,552,992,435,,
경기도,양평군,80-84세,남자,1403,579,878,412,1333,471,20,9,,,,,,
경기도,양평군,80-84세,여자,1835,516,1174,392,1762,366,22,7,1157,326,1118,222,,
경기도,양평군,85세 이상,남자,809,164,357,82,794,138,6,4,,,,,,
경기도,양평군,85세 이상,여자,1709,237,809,122,1690,196,13,4,790,92,752,25,,
강원도,춘천시,20-24세,여자,3494,1129,,,,,,,,,3494,1129,,
강원도,춘천시,25-29세,여자,2722,1472,,,,,,,,,2722,1472,,
강원도,춘천시,30-34세,여자,3909,2228,,,,,,,,,3909,2228,,
강원도,춘천시,35-39세,여자,3165,2011,,,,,,,,,3165,2011,,
강원도,춘천시,40-44세,남자,5471,3482,5354,3378,,,287,210,,,,,,
강원도,춘천시,40-44세,여자,5925,4574,5495,3662,,,195,151,5459,3672,5510,3773,,
강원도,춘천시,45-49세,남자,4120,2742,3908,2569,,,373,278,,,,,,
강원도,춘천시,45-49세,여자,4698,3729,4236,2964,,,252,190,4199,2934,4215,2981,,
강원도,춘천시,50-54세,남자,9853,4648,6212,3708,9447,2926,430,340,,,,,168,29
강원도,춘천시,50-54세,여자,10139,5997,6440,4407,9410,3308,343,266,6385,4354,6476,4504,1,0
강원도,춘천시,55-59세,남자,8752,3577,3780,2413,8446,2504,332,244,,,,,344,84
강원도,춘천시,55-59세,여자,9042,4567,4024,2891,8554,2946,270,223,3998,2873,3993,2876,5,2
강원도,춘천시,60-64세,남자,8752,4765,5594,3740,8158,3244,362,268,,,,,486,142
강원도,춘천시,60-64세,여자,9923,6090,6408,4583,9191,4035,265,223,6322,4447,6335,4341,7,2
강원도,춘천시,65-69세,남자,6812,3337,2975,2123,6521,2483,255,192,,,,,243,65
강원도,춘천시,65-69세,여자,7447,3822,3346,2484,7140,2770,209,165,3311,2434,3270,2212,6,0
강원도,춘천시,70-74세,남자,3589,2073,2284,1591,3366,1528,96,61,,,,,135,44
강원도,춘천시,70-74세,여자,4443,2558,2794,1938,4243,1863,106,78,2770,1817,2719,1603,3,0
강원도,춘천시,75-79세,남자,3532,1553,1475,1022,3417,1239,81,50,,,,,,
강원도,춘천시,75-79세,여자,4454,1773,1918,1216,4326,1331,77,50,1860,1051,1827,889,,
강원도,춘천시,80-84세,남자,2566,1114,1614,867,2454,856,51,34,,,,,,
강원도,춘천시,80-84세,여자,3706,1293,2302,989,3556,885,49,23,2256,802,2199,638,,
강원도,춘천시,85세 이상,남자,1290,241,594,145,1271,203,11,3,,,,,,
강원도,춘천시,85세 이상,여자,2847,336,1342,213,2806,250,30,9,1310,125,1299,90,,
강원도,원주시,20-24세,여자,4199,1505,,,,,,,,,4199,1505,,
강원도,원주시,25-29세,여자,3212,1895,,,,,,,,,3212,1895,,
강원도,원주시,30-34세,여자,5185,3155,,,,,,,,,5185,3155,,
강원도,원주시,35-39세,여자,4236,2800,,,,,,,,,4236,2800,,
강원도,원주시,40-44세,남자,7154,4207,6974,4057,,,395,285,,,,,,
강원도,원주시,40-44세,여자,8283,6520,7354,4428,,,286,215,7372,4694,7472,4884,,
강원도,원주시,45-49세,남자,5593,3397,5305,3187,,,493,344,,,,,,
강원도,원주시,45-49세,여자,6737,5334,5773,3572,,,386,287,5719,3748,5750,3811,,
강원도,원주시,50-54세,남자,12792,6292,7756,4455,12279,4236,561,379,,,,,229,93
강원도,원주시,50-54세,여자,13360,8273,8238,5122,12401,4824,448,334,8133,5241,8137,5124,5,3
강원도,원주시,55-59세,남자,11419,5149,4903,2883,10958,3830,390,246,,,,,467,228
강원도,원주시,55-59세,여자,11799,6755,5300,3511,11041,4632,316,240,5248,3578,5172,3283,7,3
강원도,원주시,60-64세,남자,11303,6312,7074,4392,10508,4616,432,296,,,,,680,370
강원도,원주시,60-64세,여자,12216,7878,7654,5154,11220,5442,344,266,7607,5169,7316,4325,23,13
강원도,원주시,65-69세,남자,7841,4172,3258,2195,7467,3363,292,197,,,,,253,139
강원도,원주시,65-69세,여자,8115,4680,3529,2503,7702,3573,260,186,3454,2435,3256,1914,9,6
강원도,원주시,70-74세,남자,4137,2542,2585,1742,3880,2032,128,85,,,,,141,73
강원도,원주시,70-74세,여자,4847,3045,3128,2079,4557,2297,147,99,3060,1875,2924,1360,7,3
강원도,원주시,75-79세,남자,3438,1815,1513,985,3267,1535,114,78,,,,,,
강원도,원주시,75-79세,여자,4462,1977,1932,1104,4304,1551,124,65,1852,888,1745,564,,
강원도,원주시,80-84세,남자,2557,1174,1593,786,2431,950,71,41,,,,,,
강원도,원주시,80-84세,여자,3836,1369,2415,905,3674,997,59,25,2325,627,2268,369,,
강원도,원주시,85세 이상,남자,1291,299,574,144,1258,249,30,14,,,,,,
강원도,원주시,85세 이상,여자,2971,354,1381,179,2938,264,36,9,1359,109,1346,65,,
강원도,강릉시,20-24세,여자,2376,849,,,,,,,,,2376,849,,
강원도,강릉시,25-29세,여자,1765,1051,,,,,,,,,1765,1051,,
강원도,강릉시,30-34세,여자,2328,1515,,,,,,,,,2328,1515,,
강원도,강릉시,35-39세,여자,2035,1400,,,,,,,,,2035,1400,,
강원도,강릉시,40-44세,남자,4053,2511,3934,2402,,,298,223,,,,,,
강원도,강릉시,40-44세,여자,4191,3289,3820,2436,,,205,172,3872,2706,3879,2644,,
강원도,강릉시,45-49세,남자,3592,2207,3353,2023,,,422,315,,,,,,
강원도,강릉시,45-49세,여자,3667,2910,3226,2188,,,360,276,3223,2294,3225,2216,,
강원도,강릉시,50-54세,남자,7668,3807,4694,2741,7416,2948,456,361,,,,,146,60
강원도,강릉시,50-54세,여자,7739,4780,4808,3191,7321,3450,400,308,4823,3325,4785,3115,4,3
강원도,강릉시,55-59세,남자,6976,3272,2977,1858,6749,2622,406,318,,,,,299,175
강원도,강릉시,55-59세,여자,7349,4343,3342,2460,7036,3462,299,259,3315,2488,3256,2327,5,4
강원도,강릉시,60-64세,남자,7689,4670,4832,3328,7275,3741,441,362,,,,,511,312
강원도,강릉시,60-64세,여자,8812,6077,5685,4266,8306,4884,403,355,5668,4302,5542,3890,8,4
강원도,강릉시,65-69세,남자,5949,3617,2625,1971,5695,3103,340,274,,,,,243,144
강원도,강릉시,65-69세,여자,6805,4331,3129,2480,6491,3620,289,239,3087,2454,2974,2118,13,7
강원도,강릉시,70-74세,남자,3880,2641,2448,1803,3662,2220,212,169,,,,,151,86
강원도,강릉시,70-74세,여자,4522,3002,2890,2180,4309,2515,158,137,2848,2104,2726,1722,4,3
강원도,강릉시,75-79세,남자,3245,1935,1422,1052,3109,1694,138,105,,,,,,
강원도,강릉시,75-79세,여자,4108,2023,1843,1243,3982,1724,136,105,1808,1146,1712,883,,
강원도,강릉시,80-84세,남자,2141,1075,1305,718,2033,914,73,44,,,,,,
강원도,강릉시,80-84세,여자,3166,1207,1953,838,3051,957,69,41,1909,693,1855,475,,
강원도,강릉시,85세 이상,남자,1100,305,504,165,1075,265,30,12,,,,,,
강원도,강릉시,85세 이상,여자,2501,381,1213,188,2479,310,36,12,1195,137,1176,71,,
강원도,동해시,20-24세,여자,893,224,,,,,,,,,893,224,,
강원도,동해시,25-29세,여자,587,294,,,,,,,,,587,294,,
강원도,동해시,30-34세,여자,851,432,,,,,,,,,851,432,,
강원도,동해시,35-39세,여자,849,489,,,,,,,,,849,489,,
강원도,동해시,40-44세,남자,1804,988,1753,944,,,126,93,,,,,,
강원도,동해시,40-44세,여자,1863,1331,1712,1013,,,109,85,1707,1030,1712,996,,
강원도,동해시,45-49세,남자,1604,927,1491,829,,,199,153,,,,,,
강원도,동해시,45-49세,여자,1506,1064,1328,814,,,137,109,1333,808,1320,756,,
강원도,동해시,50-54세,남자,3464,1634,2096,1144,3364,1233,194,136,,,,,60,28
강원도,동해시,50-54세,여자,3329,1896,2076,1326,3197,1415,151,108,2036,1277,2023,1133,1,1
강원도,동해시,55-59세,남자,3026,1398,1209,733,2935,1138,166,131,,,,,116,59
강원도,동해시,55-59세,여자,2908,1573,1252,836,2799,1257,110,85,1249,833,1190,686,1,1
강원도,동해시,60-64세,남자,3102,1719,1885,1222,2946,1364,174,139,,,,,150,98
강원도,동해시,60-64세,여자,3533,2260,2199,1563,3355,1811,125,110,2150,1511,2081,1297,6,5
강원도,동해시,65-69세,남자,2515,1579,1125,831,2428,1350,133,111,,,,,81,68
강원도,동해시,65-69세,여자,2813,1760,1250,960,2725,1513,101,76,1204,889,1159,719,1,1
강원도,동해시,70-74세,남자,1656,1108,1002,722,1563,961,66,45,,,,,62,45
강원도,동해시,70-74세,여자,1887,1159,1126,769,1818,985,58,47,1116,691,1093,536,,
강원도,동해시,75-79세,남자,1291,759,543,362,1257,679,49,35,,,,,,
강원도,동해시,75-79세,여자,1669,783,688,421,1640,695,43,26,661,331,633,230,,
강원도,동해시,80-84세,남자,860,432,531,282,825,387,16,11,,,,,,
강원도,동해시,80-84세,여자,1210,394,737,258,1184,344,28,18,726,200,707,126,,
강원도,동해시,85세 이상,남자,388,107,169,39,383,102,6,3,,,,,,
강원도,동해시,85세 이상,여자,940,100,425,42,937,87,8,1,421,27,417,20,,
강원도,태백시,20-24세,여자,334,105,,,,,,,,,334,105,,
강원도,태백시,25-29세,여자,246,132,,,,,,,,,246,132,,
강원도,태백시,30-34세,여자,370,177,,,,,,,,,370,177,,
강원도,태백시,35-39세,여자,332,206,,,,,,,,,332,206,,
강원도,태백시,40-44세,남자,801,455,774,443,,,56,31,,,,,,
강원도,태백시,40-44세,여자,824,631,775,505,,,27,22,775,517,783,505,,
강원도,태백시,45-49세,남자,708,417,671,389,,,69,45,,,,,,
강원도,태백시,45-49세,여자,597,444,541,349,,,41,27,544,371,531,333,,
강원도,태백시,50-54세,남자,1612,784,973,549,1567,605,90,59,,,,,33,8
강원도,태백시,50-54세,여자,1353,806,862,552,1294,555,54,32,868,591,847,500,,
강원도,태백시,55-59세,남자,1479,756,621,388,1442,633,53,33,,,,,56,30
강원도,태백시,55-59세,여자,1404,851,622,449,1359,696,32,23,634,474,596,394,1,1
강원도,태백시,60-64세,남자,1727,1119,1080,756,1637,940,76,57,,,,,102,57
강원도,태백시,60-64세,여자,1798,1301,1151,895,1682,1030,50,40,1171,944,1087,734,4,3
강원도,태백시,65-69세,남자,1453,968,624,475,1404,849,57,46,,,,,44,33
강원도,태백시,65-69세,여자,1544,1068,680,537,1488,938,40,26,695,560,626,404,1,1
강원도,태백시,70-74세,남자,972,705,580,441,942,632,33,25,,,,,21,13
강원도,태백시,70-74세,여자,1240,851,742,537,1205,743,18,11,747,557,703,362,1,1
강원도,태백시,75-79세,남자,764,494,327,227,740,451,21,13,,,,,,
강원도,태백시,75-79세,여자,997,526,380,225,980,471,12,9,371,228,360,132,,
강원도,태백시,80-84세,남자,493,266,324,169,473,233,18,11,,,,,,
강원도,태백시,80-84세,여자,749,298,445,169,733,265,6,2,451,182,438,89,,
강원도,태백시,85세 이상,남자,172,57,67,24,167,52,2,1,,,,,,
